@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
252,109,1,1339,251,0.842138,0.990909,0.075276,0.990909,0.924724,0.139923,0.851765,1.16336,0.011064
253,109,1,1338,252,0.841509,0.990909,0.075328,0.990909,0.924672,0.140013,0.851176,1.164164,0.011102
254,109,1,1337,253,0.840881,0.990909,0.07538,0.990909,0.92462,0.140103,0.850588,1.164969,0.011114
255,109,1,1336,254,0.840252,0.990909,0.075433,0.990909,0.924567,0.140193,0.85,1.165775,0.011114
256,109,1,1335,255,0.839623,0.990909,0.075485,0.990909,0.924515,0.140283,0.849412,1.166583,0.011147
257,109,1,1334,256,0.838994,0.990909,0.075537,0.990909,0.924463,0.140373,0.848824,1.167391,0.011199
258,109,1,1333,257,0.838365,0.990909,0.075589,0.990909,0.924411,0.140464,0.848235,1.168201,0.011214
259,109,1,1332,258,0.837736,0.990909,0.075642,0.990909,0.924358,0.140554,0.847647,1.169011,0.011246
260,109,1,1331,259,0.837107,0.990909,0.075694,0.990909,0.924306,0.140645,0.847059,1.169823,0.011266
261,109,1,1330,260,0.836478,0.990909,0.075747,0.990909,0.924253,0.140736,0.846471,1.170636,0.011271
262,109,1,1329,261,0.835849,0.990909,0.0758,0.990909,0.9242,0.140827,0.845882,1.17145,0.011274
263,109,1,1328,262,0.83522,0.990909,0.075852,0.990909,0.924148,0.140918,0.845294,1.172265,0.011529
264,108,2,1328,262,0.83522,0.981818,0.075209,0.981818,0.924791,0.139715,0.844706,1.16232,0.011604
265,108,2,1327,263,0.834591,0.981818,0.075261,0.981818,0.924739,0.139806,0.844118,1.16313,0.011608
266,108,2,1326,264,0.833962,0.981818,0.075314,0.981818,0.924686,0.139896,0.843529,1.163941,0.01161
267,108,2,1325,265,0.833333,0.981818,0.075366,0.981818,0.924634,0.139987,0.842941,1.164753,0.01166
268,108,2,1324,266,0.832704,0.981818,0.075419,0.981818,0.924581,0.140078,0.842353,1.165566,0.011708
269,108,2,1323,267,0.832075,0.981818,0.075472,0.981818,0.924528,0.140169,0.841765,1.166381,0.011723
270,108,2,1322,268,0.831447,0.981818,0.075524,0.981818,0.924476,0.14026,0.841176,1.167196,0.011731
271,108,2,1321,269,0.830818,0.981818,0.075577,0.981818,0.924423,0.140351,0.840588,1.168013,0.011776
272,108,2,1320,270,0.830189,0.981818,0.07563,0.981818,0.92437,0.140442,0.84,1.168831,0.011794
273,108,2,1319,271,0.82956,0.981818,0.075683,0.981818,0.924317,0.140534,0.839412,1.16965,0.011844
274,108,2,1318,272,0.828931,0.981818,0.075736,0.981818,0.924264,0.140625,0.838824,1.17047,0.011939
275,108,2,1317,273,0.828302,0.981818,0.075789,0.981818,0.924211,0.140717,0.838235,1.171292,0.011958
276,108,2,1316,274,0.827673,0.981818,0.075843,0.981818,0.924157,0.140808,0.837647,1.172114,0.012068
277,108,2,1315,275,0.827044,0.981818,0.075896,0.981818,0.924104,0.1409,0.837059,1.172938,0.012106
278,108,2,1314,276,0.826415,0.981818,0.075949,0.981818,0.924051,0.140992,0.836471,1.173763,0.012127
279,108,2,1313,277,0.825786,0.981818,0.076003,0.981818,0.923997,0.141084,0.835882,1.174589,0.0122
280,108,2,1312,278,0.825157,0.981818,0.076056,0.981818,0.923944,0.141176,0.835294,1.175416,0.012247
281,108,2,1311,279,0.824528,0.981818,0.07611,0.981818,0.92389,0.141269,0.834706,1.176244,0.012313
282,108,2,1310,280,0.823899,0.981818,0.076164,0.981818,0.923836,0.141361,0.834118,1.177074,0.012316
283,108,2,1309,281,0.82327,0.981818,0.076217,0.981818,0.923783,0.141454,0.833529,1.177905,0.012327
284,108,2,1308,282,0.822642,0.981818,0.076271,0.981818,0.923729,0.141547,0.832941,1.178737,0.012333
285,108,2,1307,283,0.822013,0.981818,0.076325,0.981818,0.923675,0.141639,0.832353,1.17957,0.012365
286,108,2,1306,284,0.821384,0.981818,0.076379,0.981818,0.923621,0.141732,0.831765,1.180404,0.012528
287,108,2,1305,285,0.820755,0.981818,0.076433,0.981818,0.923567,0.141825,0.831176,1.181239,0.012588
288,108,2,1304,286,0.820126,0.981818,0.076487,0.981818,0.923513,0.141919,0.830588,1.182076,0.012594
289,108,2,1303,287,0.819497,0.981818,0.076541,0.981818,0.923459,0.142012,0.83,1.182913,0.012634
290,108,2,1302,288,0.818868,0.981818,0.076596,0.981818,0.923404,0.142105,0.829412,1.183752,0.012739
291,108,2,1300,290,0.81761,0.981818,0.076705,0.981818,0.923295,0.142292,0.828235,1.185434,0.012793
292,108,2,1299,291,0.816981,0.981818,0.076759,0.981818,0.923241,0.142386,0.827647,1.186276,0.012799
293,108,2,1298,292,0.816352,0.981818,0.076814,0.981818,0.923186,0.14248,0.827059,1.18712,0.012835
294,108,2,1297,293,0.815723,0.981818,0.076868,0.981818,0.923132,0.142574,0.826471,1.187965,0.012885
295,108,2,1296,294,0.815094,0.981818,0.076923,0.981818,0.923077,0.142668,0.825882,1.188811,0.012887
296,108,2,1295,295,0.814465,0.981818,0.076978,0.981818,0.923022,0.142763,0.825294,1.189659,0.01295
297,108,2,1294,296,0.813836,0.981818,0.077033,0.981818,0.922967,0.142857,0.824706,1.190507,0.01298
298,108,2,1293,297,0.813208,0.981818,0.077088,0.981818,0.922912,0.142952,0.824118,1.191357,0.012987
299,108,2,1292,298,0.812579,0.981818,0.077143,0.981818,0.922857,0.143046,0.823529,1.192208,0.013017
300,108,2,1291,299,0.81195,0.981818,0.077198,0.981818,0.922802,0.143141,0.822941,1.19306,0.013085
301,108,2,1290,300,0.811321,0.981818,0.077253,0.981818,0.922747,0.143236,0.822353,1.193913,0.013112
302,108,2,1289,301,0.810692,0.981818,0.077309,0.981818,0.922691,0.143331,0.821765,1.194768,0.013131
303,108,2,1288,302,0.810063,0.981818,0.077364,0.981818,0.922636,0.143426,0.821176,1.195624,0.013195
304,108,2,1287,303,0.809434,0.981818,0.077419,0.981818,0.922581,0.143522,0.820588,1.196481,0.013214
305,108,2,1286,304,0.808805,0.981818,0.077475,0.981818,0.922525,0.143617,0.82,1.197339,0.013223
306,108,2,1285,305,0.808176,0.981818,0.077531,0.981818,0.922469,0.143713,0.819412,1.198199,0.013226
307,108,2,1284,306,0.807547,0.981818,0.077586,0.981818,0.922414,0.143808,0.818824,1.19906,0.013269
308,108,2,1283,307,0.806918,0.981818,0.077642,0.981818,0.922358,0.143904,0.818235,1.199922,0.013279
309,108,2,1282,308,0.806289,0.981818,0.077698,0.981818,0.922302,0.144,0.817647,1.200785,0.013293
310,108,2,1281,309,0.80566,0.981818,0.077754,0.981818,0.922246,0.144096,0.817059,1.201649,0.013478
311,108,2,1280,310,0.805031,0.981818,0.07781,0.981818,0.92219,0.144192,0.816471,1.202515,0.013504
312,108,2,1279,311,0.804403,0.981818,0.077866,0.981818,0.922134,0.144289,0.815882,1.203382,0.01351
313,108,2,1278,312,0.803774,0.981818,0.077922,0.981818,0.922078,0.144385,0.815294,1.20425,0.013523
314,108,2,1277,313,0.803145,0.981818,0.077978,0.981818,0.922022,0.144482,0.814706,1.20512,0.013524
315,108,2,1276,314,0.802516,0.981818,0.078035,0.981818,0.921965,0.144578,0.814118,1.205991,0.013542
316,108,2,1275,315,0.801887,0.981818,0.078091,0.981818,0.921909,0.144675,0.813529,1.206863,0.013567
317,108,2,1274,316,0.801258,0.981818,0.078148,0.981818,0.921852,0.144772,0.812941,1.207736,0.013678
318,108,2,1273,317,0.800629,0.981818,0.078204,0.981818,0.921796,0.144869,0.812353,1.20861,0.013743
319,108,2,1272,318,0.8,0.981818,0.078261,0.981818,0.921739,0.144966,0.811765,1.209486,0.013776
320,108,2,1271,319,0.799371,0.981818,0.078318,0.981818,0.921682,0.145064,0.811176,1.210363,0.013814
321,108,2,1270,320,0.798742,0.981818,0.078374,0.981818,0.921626,0.145161,0.810588,1.211242,0.013816
322,108,2,1269,321,0.798113,0.981818,0.078431,0.981818,0.921569,0.145259,0.81,1.212121,0.013872
323,108,2,1268,322,0.797484,0.981818,0.078488,0.981818,0.921512,0.145357,0.809412,1.213002,0.013908
324,108,2,1267,323,0.796855,0.981818,0.078545,0.981818,0.921455,0.145455,0.808824,1.213884,0.01392
325,108,2,1266,324,0.796226,0.981818,0.078603,0.981818,0.921397,0.145553,0.808235,1.214768,0.01393
326,108,2,1265,325,0.795597,0.981818,0.07866,0.981818,0.92134,0.145651,0.807647,1.215653,0.013949
327,108,2,1264,326,0.794969,0.981818,0.078717,0.981818,0.921283,0.145749,0.807059,1.216539,0.013954
328,108,2,1263,327,0.79434,0.981818,0.078775,0.981818,0.921225,0.145847,0.806471,1.217426,0.01396
329,108,2,1262,328,0.793711,0.981818,0.078832,0.981818,0.921168,0.145946,0.805882,1.218315,0.014032
330,108,2,1261,329,0.793082,0.981818,0.07889,0.981818,0.92111,0.146045,0.805294,1.219204,0.014033
331,108,2,1260,330,0.792453,0.981818,0.078947,0.981818,0.921053,0.146143,0.804706,1.220096,0.014036
332,108,2,1259,331,0.791824,0.981818,0.079005,0.981818,0.920995,0.146242,0.804118,1.220988,0.014064
333,108,2,1258,332,0.791195,0.981818,0.079063,0.981818,0.920937,0.146341,0.803529,1.221882,0.014078
334,108,2,1257,333,0.790566,0.981818,0.079121,0.981818,0.920879,0.146441,0.802941,1.222777,0.014123
335,108,2,1256,334,0.789937,0.981818,0.079179,0.981818,0.920821,0.14654,0.802353,1.223674,0.014198
336,108,2,1255,335,0.789308,0.981818,0.079237,0.981818,0.920763,0.14664,0.801765,1.224571,0.014245
337,108,2,1254,336,0.788679,0.981818,0.079295,0.981818,0.920705,0.146739,0.801176,1.225471,0.014246
338,108,2,1253,337,0.78805,0.981818,0.079353,0.981818,0.920647,0.146839,0.800588,1.226371,0.014284
339,108,2,1252,338,0.787421,0.981818,0.079412,0.981818,0.920588,0.146939,0.8,1.227273,0.014346
340,108,2,1251,339,0.786792,0.981818,0.07947,0.981818,0.92053,0.147039,0.799412,1.228176,0.014394
341,108,2,1250,340,0.786164,0.981818,0.079529,0.981818,0.920471,0.147139,0.798824,1.22908,0.014424
342,108,2,1249,341,0.785535,0.981818,0.079587,0.981818,0.920413,0.147239,0.798235,1.229986,0.014431
343,108,2,1248,342,0.784906,0.981818,0.079646,0.981818,0.920354,0.14734,0.797647,1.230893,0.014431
344,108,2,1247,343,0.784277,0.981818,0.079705,0.981818,0.920295,0.14744,0.797059,1.231801,0.014442
345,108,2,1246,344,0.783648,0.981818,0.079764,0.981818,0.920236,0.147541,0.796471,1.232711,0.014554
346,108,2,1245,345,0.783019,0.981818,0.079823,0.981818,0.920177,0.147642,0.795882,1.233622,0.014561
347,108,2,1244,346,0.78239,0.981818,0.079882,0.981818,0.920118,0.147743,0.795294,1.234535,0.014583
348,108,2,1243,347,0.781761,0.981818,0.079941,0.981818,0.920059,0.147844,0.794706,1.235448,0.014674
349,108,2,1242,348,0.781132,0.981818,0.08,0.981818,0.92,0.147945,0.794118,1.236364,0.014687
350,108,2,1241,349,0.780503,0.981818,0.080059,0.981818,0.919941,0.148047,0.793529,1.23728,0.014704
351,108,2,1240,350,0.779874,0.981818,0.080119,0.981818,0.919881,0.148148,0.792941,1.238198,0.014733
352,108,2,1239,351,0.779245,0.981818,0.080178,0.981818,0.919822,0.14825,0.792353,1.239117,0.014762
353,108,2,1238,352,0.778616,0.981818,0.080238,0.981818,0.919762,0.148352,0.791765,1.240038,0.014791
354,108,2,1237,353,0.777987,0.981818,0.080297,0.981818,0.919703,0.148454,0.791176,1.24096,0.014801
355,108,2,1236,354,0.777358,0.981818,0.080357,0.981818,0.919643,0.148556,0.790588,1.241883,0.014856
356,108,2,1235,355,0.77673,0.981818,0.080417,0.981818,0.919583,0.148658,0.79,1.242808,0.0149
357,108,2,1234,356,0.776101,0.981818,0.080477,0.981818,0.919523,0.14876,0.789412,1.243734,0.014923
358,108,2,1233,357,0.775472,0.981818,0.080537,0.981818,0.919463,0.148863,0.788824,1.244661,0.014929
359,108,2,1232,358,0.774843,0.981818,0.080597,0.981818,0.919403,0.148966,0.788235,1.24559,0.014972
360,108,2,1231,359,0.774214,0.981818,0.080657,0.981818,0.919343,0.149068,0.787647,1.24652,0.014996
361,108,2,1230,360,0.773585,0.981818,0.080717,0.981818,0.919283,0.149171,0.787059,1.247452,0.014999
362,108,2,1229,361,0.772956,0.981818,0.080778,0.981818,0.919222,0.149274,0.786471,1.248385,0.01504
363,108,2,1228,362,0.772327,0.981818,0.080838,0.981818,0.919162,0.149378,0.785882,1.24932,0.015068
364,108,2,1227,363,0.771698,0.981818,0.080899,0.981818,0.919101,0.149481,0.785294,1.250255,0.015097
365,108,2,1226,364,0.771069,0.981818,0.08096,0.981818,0.91904,0.149584,0.784706,1.251193,0.015109
366,108,2,1225,365,0.77044,0.981818,0.08102,0.981818,0.91898,0.149688,0.784118,1.252131,0.01514
367,108,2,1224,366,0.769811,0.981818,0.081081,0.981818,0.918919,0.149792,0.783529,1.253071,0.015221
368,108,2,1223,367,0.769182,0.981818,0.081142,0.981818,0.918858,0.149896,0.782941,1.254013,0.015225
369,108,2,1222,368,0.768553,0.981818,0.081203,0.981818,0.918797,0.15,0.782353,1.254956,0.015257
370,108,2,1221,369,0.767925,0.981818,0.081264,0.981818,0.918736,0.150104,0.781765,1.2559,0.015277
371,108,2,1220,370,0.767296,0.981818,0.081325,0.981818,0.918675,0.150209,0.781176,1.256846,0.01529
372,108,2,1219,371,0.766667,0.981818,0.081387,0.981818,0.918613,0.150313,0.780588,1.257793,0.015337
373,108,2,1218,372,0.766038,0.981818,0.081448,0.981818,0.918552,0.150418,0.78,1.258741,0.015427
374,108,2,1217,373,0.765409,0.981818,0.081509,0.981818,0.918491,0.150523,0.779412,1.259691,0.015455
375,108,2,1216,374,0.76478,0.981818,0.081571,0.981818,0.918429,0.150628,0.778824,1.260643,0.015535
376,108,2,1215,375,0.764151,0.981818,0.081633,0.981818,0.918367,0.150733,0.778235,1.261596,0.015572
377,108,2,1214,376,0.763522,0.981818,0.081694,0.981818,0.918306,0.150838,0.777647,1.26255,0.015683
378,108,2,1213,377,0.762893,0.981818,0.081756,0.981818,0.918244,0.150943,0.777059,1.263506,0.01569
379,108,2,1212,378,0.762264,0.981818,0.081818,0.981818,0.918182,0.151049,0.776471,1.264463,0.015721
380,108,2,1211,379,0.761635,0.981818,0.08188,0.981818,0.91812,0.151155,0.775882,1.265421,0.01574
381,108,2,1210,380,0.761006,0.981818,0.081942,0.981818,0.918058,0.151261,0.775294,1.266382,0.015791
382,108,2,1209,381,0.760377,0.981818,0.082005,0.981818,0.917995,0.151367,0.774706,1.267343,0.015801
383,108,2,1208,382,0.759748,0.981818,0.082067,0.981818,0.917933,0.151473,0.774118,1.268306,0.015813
384,108,2,1207,383,0.759119,0.981818,0.082129,0.981818,0.917871,0.151579,0.773529,1.269271,0.015835
385,108,2,1206,384,0.758491,0.981818,0.082192,0.981818,0.917808,0.151685,0.772941,1.270237,0.015842
386,108,2,1205,385,0.757862,0.981818,0.082254,0.981818,0.917746,0.151792,0.772353,1.271204,0.01585
387,108,2,1204,386,0.757233,0.981818,0.082317,0.981818,0.917683,0.151899,0.771765,1.272173,0.015897
388,108,2,1203,387,0.756604,0.981818,0.08238,0.981818,0.91762,0.152006,0.771176,1.273143,0.015992
389,108,2,1202,388,0.755975,0.981818,0.082443,0.981818,0.917557,0.152113,0.770588,1.274115,0.016005
390,108,2,1201,389,0.755346,0.981818,0.082506,0.981818,0.917494,0.15222,0.77,1.275089,0.016058
391,108,2,1200,390,0.754717,0.981818,0.082569,0.981818,0.917431,0.152327,0.769412,1.276063,0.016065
392,108,2,1199,391,0.754088,0.981818,0.082632,0.981818,0.917368,0.152435,0.768824,1.27704,0.016096
393,108,2,1198,392,0.753459,0.981818,0.082695,0.981818,0.917305,0.152542,0.768235,1.278018,0.0161
394,108,2,1197,393,0.75283,0.981818,0.082759,0.981818,0.917241,0.15265,0.767647,1.278997,0.016115
395,108,2,1196,394,0.752201,0.981818,0.082822,0.981818,0.917178,0.152758,0.767059,1.279978,0.016128
396,108,2,1195,395,0.751572,0.981818,0.082886,0.981818,0.917114,0.152866,0.766471,1.28096,0.016182
397,108,2,1194,396,0.750943,0.981818,0.082949,0.981818,0.917051,0.152975,0.765882,1.281944,0.016189
398,108,2,1193,397,0.750314,0.981818,0.083013,0.981818,0.916987,0.153083,0.765294,1.282929,0.016227
399,108,2,1192,398,0.749686,0.981818,0.083077,0.981818,0.916923,0.153191,0.764706,1.283916,0.016236
400,108,2,1191,399,0.749057,0.981818,0.083141,0.981818,0.916859,0.1533,0.764118,1.284904,0.016265
401,108,2,1190,400,0.748428,0.981818,0.083205,0.981818,0.916795,0.153409,0.763529,1.285894,0.016309
402,108,2,1189,401,0.747799,0.981818,0.083269,0.981818,0.916731,0.153518,0.762941,1.286886,0.016314
403,108,2,1188,402,0.74717,0.981818,0.083333,0.981818,0.916667,0.153627,0.762353,1.287879,0.016325
404,108,2,1187,403,0.746541,0.981818,0.083398,0.981818,0.916602,0.153737,0.761765,1.288873,0.016358
405,108,2,1186,404,0.745912,0.981818,0.083462,0.981818,0.916538,0.153846,0.761176,1.289869,0.016382
406,108,2,1185,405,0.745283,0.981818,0.083527,0.981818,0.916473,0.153956,0.760588,1.290867,0.016401
407,107,3,1185,405,0.745283,0.972727,0.082817,0.972727,0.917183,0.152639,0.76,1.279904,0.016403
408,107,3,1184,406,0.744654,0.972727,0.082881,0.972727,0.917119,0.152748,0.759412,1.280896,0.016454
409,107,3,1183,407,0.744025,0.972727,0.082946,0.972727,0.917054,0.152857,0.758824,1.281889,0.016482
410,107,3,1182,408,0.743396,0.972727,0.08301,0.972727,0.91699,0.152966,0.758235,1.282883,0.016491
411,107,3,1181,409,0.742767,0.972727,0.083075,0.972727,0.916925,0.153076,0.757647,1.283879,0.016511
412,107,3,1180,410,0.742138,0.972727,0.083139,0.972727,0.916861,0.153185,0.757059,1.284877,0.016542
413,107,3,1179,411,0.741509,0.972727,0.083204,0.972727,0.916796,0.153295,0.756471,1.285876,0.016586
414,107,3,1178,412,0.740881,0.972727,0.083268,0.972727,0.916732,0.153405,0.755882,1.286877,0.016598
415,107,3,1177,413,0.740252,0.972727,0.083333,0.972727,0.916667,0.153515,0.755294,1.287879,0.01661
416,107,3,1176,414,0.739623,0.972727,0.083398,0.972727,0.916602,0.153625,0.754706,1.288883,0.016631
417,107,3,1175,415,0.738994,0.972727,0.083463,0.972727,0.916537,0.153736,0.754118,1.289888,0.016641
418,107,3,1174,416,0.738365,0.972727,0.083528,0.972727,0.916472,0.153846,0.753529,1.290895,0.016649
419,107,3,1173,417,0.737736,0.972727,0.083594,0.972727,0.916406,0.153957,0.752941,1.291903,0.016663
420,107,3,1172,418,0.737107,0.972727,0.083659,0.972727,0.916341,0.154068,0.752353,1.292913,0.016688
421,107,3,1171,419,0.736478,0.972727,0.083725,0.972727,0.916275,0.154179,0.751765,1.293925,0.016705
422,107,3,1170,420,0.735849,0.972727,0.08379,0.972727,0.91621,0.15429,0.751176,1.294938,0.016785
423,107,3,1169,421,0.73522,0.972727,0.083856,0.972727,0.916144,0.154401,0.750588,1.295953,0.016797
424,107,3,1168,422,0.734591,0.972727,0.083922,0.972727,0.916078,0.154513,0.75,1.29697,0.016801
425,107,3,1167,423,0.733962,0.972727,0.083987,0.972727,0.916013,0.154624,0.749412,1.297988,0.016815
426,107,3,1166,424,0.733333,0.972727,0.084053,0.972727,0.915947,0.154736,0.748824,1.299007,0.016831
427,107,3,1165,425,0.732704,0.972727,0.084119,0.972727,0.915881,0.154848,0.748235,1.300029,0.016845
428,107,3,1164,426,0.732075,0.972727,0.084186,0.972727,0.915814,0.15496,0.747647,1.301051,0.016847
429,107,3,1163,427,0.731447,0.972727,0.084252,0.972727,0.915748,0.155072,0.747059,1.302076,0.016864
430,107,3,1162,428,0.730818,0.972727,0.084318,0.972727,0.915682,0.155185,0.746471,1.303102,0.016903
431,107,3,1161,429,0.730189,0.972727,0.084385,0.972727,0.915615,0.155298,0.745882,1.30413,0.016932
432,107,3,1160,430,0.72956,0.972727,0.084451,0.972727,0.915549,0.15541,0.745294,1.305159,0.016969
433,107,3,1159,431,0.728931,0.972727,0.084518,0.972727,0.915482,0.155523,0.744706,1.30619,0.01701
434,107,3,1158,432,0.728302,0.972727,0.084585,0.972727,0.915415,0.155636,0.744118,1.307222,0.01706
435,107,3,1157,433,0.727673,0.972727,0.084652,0.972727,0.915348,0.15575,0.743529,1.308257,0.017081
436,107,3,1156,434,0.727044,0.972727,0.084719,0.972727,0.915281,0.155863,0.742941,1.309292,0.017141
437,107,3,1155,435,0.726415,0.972727,0.084786,0.972727,0.915214,0.155977,0.742353,1.31033,0.017164
438,107,3,1154,436,0.725786,0.972727,0.084853,0.972727,0.915147,0.15609,0.741765,1.311369,0.017192
439,107,3,1153,437,0.725157,0.972727,0.084921,0.972727,0.915079,0.156204,0.741176,1.31241,0.017197
440,107,3,1152,438,0.724528,0.972727,0.084988,0.972727,0.915012,0.156318,0.740588,1.313452,0.017265
441,107,3,1151,439,0.723899,0.972727,0.085056,0.972727,0.914944,0.156433,0.74,1.314496,0.017273
442,107,3,1150,440,0.72327,0.972727,0.085123,0.972727,0.914877,0.156547,0.739412,1.315542,0.01729
443,107,3,1149,441,0.722642,0.972727,0.085191,0.972727,0.914809,0.156662,0.738824,1.316589,0.017367
444,107,3,1148,442,0.722013,0.972727,0.085259,0.972727,0.914741,0.156777,0.738235,1.317639,0.017404
445,107,3,1147,443,0.721384,0.972727,0.085327,0.972727,0.914673,0.156891,0.737647,1.318689,0.017428
446,107,3,1146,444,0.720755,0.972727,0.085395,0.972727,0.914605,0.157007,0.737059,1.319742,0.017485
447,106,4,1146,444,0.720755,0.963636,0.084665,0.963636,0.915335,0.155653,0.736471,1.308452,0.017507
448,106,4,1145,445,0.720126,0.963636,0.084732,0.963636,0.915268,0.155768,0.735882,1.309498,0.017514
449,106,4,1144,446,0.719497,0.963636,0.0848,0.963636,0.9152,0.155882,0.735294,1.310545,0.017532
450,106,4,1143,447,0.718868,0.963636,0.084868,0.963636,0.915132,0.155997,0.734706,1.311595,0.017554
451,106,4,1142,448,0.718239,0.963636,0.084936,0.963636,0.915064,0.156112,0.734118,1.312646,0.017631
452,106,4,1141,449,0.71761,0.963636,0.085004,0.963636,0.914996,0.156227,0.733529,1.313698,0.017669
453,106,4,1140,450,0.716981,0.963636,0.085072,0.963636,0.914928,0.156342,0.732941,1.314753,0.017707
454,106,4,1139,451,0.716352,0.963636,0.085141,0.963636,0.914859,0.156458,0.732353,1.315809,0.017738
455,106,4,1138,452,0.715723,0.963636,0.085209,0.963636,0.914791,0.156573,0.731765,1.316866,0.017847
456,106,4,1137,453,0.715094,0.963636,0.085278,0.963636,0.914722,0.156689,0.731176,1.317926,0.017857
457,106,4,1136,454,0.714465,0.963636,0.085346,0.963636,0.914654,0.156805,0.730588,1.318987,0.017879
458,106,4,1135,455,0.713836,0.963636,0.085415,0.963636,0.914585,0.156921,0.73,1.32005,0.018015
459,106,4,1134,456,0.713208,0.963636,0.085484,0.963636,0.914516,0.157037,0.729412,1.321114,0.018023
460,106,4,1133,457,0.712579,0.963636,0.085553,0.963636,0.914447,0.157153,0.728824,1.322181,0.01805
461,106,4,1132,458,0.71195,0.963636,0.085622,0.963636,0.914378,0.15727,0.728235,1.323249,0.018196
462,106,4,1131,459,0.711321,0.963636,0.085691,0.963636,0.914309,0.157387,0.727647,1.324318,0.01822
463,106,4,1130,460,0.710692,0.963636,0.085761,0.963636,0.914239,0.157504,0.727059,1.32539,0.018286
464,106,4,1129,461,0.710063,0.963636,0.08583,0.963636,0.91417,0.157621,0.726471,1.326463,0.018294
465,106,4,1128,462,0.709434,0.963636,0.0859,0.963636,0.9141,0.157738,0.725882,1.327538,0.018335
466,106,4,1127,463,0.708805,0.963636,0.085969,0.963636,0.914031,0.157856,0.725294,1.328615,0.018348
467,106,4,1126,464,0.708176,0.963636,0.086039,0.963636,0.913961,0.157973,0.724706,1.329693,0.018356
468,106,4,1125,465,0.707547,0.963636,0.086109,0.963636,0.913891,0.158091,0.724118,1.330773,0.018378
469,106,4,1124,466,0.706918,0.963636,0.086179,0.963636,0.913821,0.158209,0.723529,1.331855,0.018403
470,106,4,1123,467,0.706289,0.963636,0.086249,0.963636,0.913751,0.158327,0.722941,1.332939,0.018405
471,106,4,1122,468,0.70566,0.963636,0.086319,0.963636,0.913681,0.158445,0.722353,1.334024,0.018424
472,106,4,1121,469,0.705031,0.963636,0.08639,0.963636,0.91361,0.158564,0.721765,1.335112,0.018477
473,106,4,1120,470,0.704403,0.963636,0.08646,0.963636,0.91354,0.158683,0.721176,1.336201,0.018506
474,106,4,1119,471,0.703774,0.963636,0.086531,0.963636,0.913469,0.158801,0.720588,1.337291,0.018532
475,106,4,1118,472,0.703145,0.963636,0.086601,0.963636,0.913399,0.158921,0.72,1.338384,0.018555
476,106,4,1117,473,0.702516,0.963636,0.086672,0.963636,0.913328,0.15904,0.719412,1.339478,0.018604
477,106,4,1116,474,0.701887,0.963636,0.086743,0.963636,0.913257,0.159159,0.718824,1.340574,0.018625
478,106,4,1115,475,0.701258,0.963636,0.086814,0.963636,0.913186,0.159279,0.718235,1.341672,0.018677
479,106,4,1114,476,0.700629,0.963636,0.086885,0.963636,0.913115,0.159398,0.717647,1.342772,0.018684
480,106,4,1113,477,0.7,0.963636,0.086957,0.963636,0.913043,0.159518,0.717059,1.343874,0.018711
481,106,4,1112,478,0.699371,0.963636,0.087028,0.963636,0.912972,0.159639,0.716471,1.344977,0.018726
482,106,4,1111,479,0.698742,0.963636,0.087099,0.963636,0.912901,0.159759,0.715882,1.346082,0.01873
483,106,4,1110,480,0.698113,0.963636,0.087171,0.963636,0.912829,0.159879,0.715294,1.347189,0.018734
484,106,4,1109,481,0.697484,0.963636,0.087243,0.963636,0.912757,0.16,0.714706,1.348298,0.018763
485,106,4,1108,482,0.696855,0.963636,0.087315,0.963636,0.912685,0.160121,0.714118,1.349408,0.018765
486,106,4,1107,483,0.696226,0.963636,0.087387,0.963636,0.912613,0.160242,0.713529,1.350521,0.018773
487,106,4,1106,484,0.695597,0.963636,0.087459,0.963636,0.912541,0.160363,0.712941,1.351635,0.018895
488,106,4,1105,485,0.694969,0.963636,0.087531,0.963636,0.912469,0.160484,0.712353,1.352751,0.018911
489,106,4,1104,486,0.69434,0.963636,0.087603,0.963636,0.912397,0.160606,0.711765,1.353869,0.019082
490,106,4,1103,487,0.693711,0.963636,0.087676,0.963636,0.912324,0.160728,0.711176,1.354989,0.019127
491,106,4,1102,488,0.693082,0.963636,0.087748,0.963636,0.912252,0.16085,0.710588,1.356111,0.019155
492,106,4,1101,489,0.692453,0.963636,0.087821,0.963636,0.912179,0.160972,0.71,1.357234,0.019162
493,106,4,1100,490,0.691824,0.963636,0.087894,0.963636,0.912106,0.161094,0.709412,1.35836,0.019245
494,106,4,1099,491,0.691195,0.963636,0.087967,0.963636,0.912033,0.161217,0.708824,1.359487,0.019319
495,106,4,1098,492,0.690566,0.963636,0.08804,0.963636,0.91196,0.161339,0.708235,1.360616,0.019357
496,106,4,1097,493,0.689937,0.963636,0.088113,0.963636,0.911887,0.161462,0.707647,1.361747,0.019384
497,106,4,1096,494,0.689308,0.963636,0.088186,0.963636,0.911814,0.161585,0.707059,1.36288,0.019468
