@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
750,99,11,848,742,0.533333,0.9,0.104541,0.9,0.895459,0.187323,0.557059,1.615628,0.029279
751,99,11,847,743,0.532704,0.9,0.104651,0.9,0.895349,0.1875,0.556471,1.617336,0.029288
752,99,11,846,744,0.532075,0.9,0.104762,0.9,0.895238,0.187678,0.555882,1.619048,0.029436
753,99,11,845,745,0.531447,0.9,0.104873,0.9,0.895127,0.187856,0.555294,1.620763,0.029485
754,99,11,844,746,0.530818,0.9,0.104984,0.9,0.895016,0.188034,0.554706,1.622481,0.029567
755,99,11,843,747,0.530189,0.9,0.105096,0.9,0.894904,0.188213,0.554118,1.624204,0.029575
756,99,11,842,748,0.52956,0.9,0.105207,0.9,0.894793,0.188392,0.553529,1.62593,0.029642
757,99,11,841,749,0.528931,0.9,0.105319,0.9,0.894681,0.188571,0.552941,1.62766,0.029681
758,99,11,840,750,0.528302,0.9,0.105431,0.9,0.894569,0.188751,0.552353,1.629393,0.029824
759,99,11,839,751,0.527673,0.9,0.105544,0.9,0.894456,0.188931,0.551765,1.63113,0.029859
760,99,11,838,752,0.527044,0.9,0.105656,0.9,0.894344,0.189112,0.551176,1.632871,0.029913
761,99,11,837,753,0.526415,0.9,0.105769,0.9,0.894231,0.189293,0.550588,1.634615,0.029954
762,99,11,836,754,0.525786,0.9,0.105882,0.9,0.894118,0.189474,0.55,1.636364,0.029972
763,99,11,835,755,0.525157,0.9,0.105996,0.9,0.894004,0.189655,0.549412,1.638116,0.03
764,99,11,834,756,0.524528,0.9,0.106109,0.9,0.893891,0.189837,0.548824,1.639871,0.030114
765,99,11,833,757,0.523899,0.9,0.106223,0.9,0.893777,0.190019,0.548235,1.641631,0.030117
766,99,11,832,758,0.52327,0.9,0.106337,0.9,0.893663,0.190202,0.547647,1.643394,0.030159
767,99,11,831,759,0.522642,0.9,0.106452,0.9,0.893548,0.190385,0.547059,1.645161,0.030333
768,99,11,830,760,0.522013,0.9,0.106566,0.9,0.893434,0.190568,0.546471,1.646932,0.030344
769,99,11,829,761,0.521384,0.9,0.106681,0.9,0.893319,0.190751,0.545882,1.648707,0.030349
770,99,11,828,762,0.520755,0.9,0.106796,0.9,0.893204,0.190935,0.545294,1.650485,0.030533
771,99,11,827,763,0.520126,0.9,0.106911,0.9,0.893089,0.19112,0.544706,1.652268,0.030537
772,99,11,826,764,0.519497,0.9,0.107027,0.9,0.892973,0.191304,0.544118,1.654054,0.030541
773,98,12,826,764,0.519497,0.890909,0.106061,0.890909,0.893939,0.189555,0.543529,1.639118,0.030543
774,98,12,825,765,0.518868,0.890909,0.106176,0.890909,0.893824,0.189739,0.542941,1.640894,0.030546
775,98,12,824,766,0.518239,0.890909,0.106291,0.890909,0.893709,0.189922,0.542353,1.642674,0.03067
776,98,12,823,767,0.51761,0.890909,0.106406,0.890909,0.893594,0.190107,0.541765,1.644458,0.03067
777,98,12,822,768,0.516981,0.890909,0.106522,0.890909,0.893478,0.190291,0.541176,1.646245,0.03072
778,98,12,821,769,0.516352,0.890909,0.106638,0.890909,0.893362,0.190476,0.540588,1.648036,0.030799
779,98,12,820,770,0.515723,0.890909,0.106754,0.890909,0.893246,0.190661,0.54,1.649832,0.030806
780,98,12,819,771,0.515094,0.890909,0.10687,0.890909,0.89313,0.190847,0.539412,1.651631,0.030863
781,98,12,818,772,0.514465,0.890909,0.106987,0.890909,0.893013,0.191033,0.538824,1.653434,0.030957
782,98,12,817,773,0.513836,0.890909,0.107104,0.890909,0.892896,0.19122,0.538235,1.655241,0.03098
783,98,12,816,774,0.513208,0.890909,0.107221,0.890909,0.892779,0.191406,0.537647,1.657052,0.031027
784,98,12,815,775,0.512579,0.890909,0.107338,0.890909,0.892662,0.191593,0.537059,1.658867,0.031044
785,98,12,814,776,0.51195,0.890909,0.107456,0.890909,0.892544,0.191781,0.536471,1.660686,0.03107
786,98,12,813,777,0.511321,0.890909,0.107574,0.890909,0.892426,0.191969,0.535882,1.662509,0.031093
787,98,12,812,778,0.510692,0.890909,0.107692,0.890909,0.892308,0.192157,0.535294,1.664336,0.031097
788,98,12,811,779,0.510063,0.890909,0.107811,0.890909,0.892189,0.192345,0.534706,1.666167,0.031134
789,98,12,810,780,0.509434,0.890909,0.10793,0.890909,0.89207,0.192534,0.534118,1.668002,0.031222
790,98,12,809,781,0.508805,0.890909,0.108049,0.890909,0.891951,0.192724,0.533529,1.669841,0.031239
791,98,12,808,782,0.508176,0.890909,0.108168,0.890909,0.891832,0.192913,0.532941,1.671684,0.031315
792,98,12,807,783,0.507547,0.890909,0.108287,0.890909,0.891713,0.193103,0.532353,1.673531,0.03133
793,98,12,806,784,0.506918,0.890909,0.108407,0.890909,0.891593,0.193294,0.531765,1.675382,0.031474
794,98,12,805,785,0.506289,0.890909,0.108527,0.890909,0.891473,0.193485,0.531176,1.677237,0.031527
795,98,12,804,786,0.50566,0.890909,0.108647,0.890909,0.891353,0.193676,0.530588,1.679097,0.031533
796,98,12,803,787,0.505031,0.890909,0.108768,0.890909,0.891232,0.193867,0.53,1.680961,0.031564
797,98,12,802,788,0.504403,0.890909,0.108889,0.890909,0.891111,0.194059,0.529412,1.682828,0.031614
798,98,12,801,789,0.503774,0.890909,0.10901,0.890909,0.89099,0.194252,0.528824,1.6847,0.031762
799,98,12,800,790,0.503145,0.890909,0.109131,0.890909,0.890869,0.194444,0.528235,1.686576,0.031769
800,98,12,799,791,0.502516,0.890909,0.109253,0.890909,0.890747,0.194638,0.527647,1.688456,0.031793
801,98,12,798,792,0.501887,0.890909,0.109375,0.890909,0.890625,0.194831,0.527059,1.690341,0.031794
802,98,12,797,793,0.501258,0.890909,0.109497,0.890909,0.890503,0.195025,0.526471,1.69223,0.031941
803,98,12,796,794,0.500629,0.890909,0.10962,0.890909,0.89038,0.195219,0.525882,1.694122,0.031986
804,98,12,795,795,0.5,0.890909,0.109742,0.890909,0.890258,0.195414,0.525294,1.69602,0.032004
805,98,12,794,796,0.499371,0.890909,0.109865,0.890909,0.890135,0.195609,0.524706,1.697921,0.032019
806,98,12,793,797,0.498742,0.890909,0.109989,0.890909,0.890011,0.195804,0.524118,1.699827,0.032077
807,98,12,792,798,0.498113,0.890909,0.110112,0.890909,0.889888,0.196,0.523529,1.701736,0.032217
808,98,12,791,799,0.497484,0.890909,0.110236,0.890909,0.889764,0.196196,0.522941,1.703651,0.032274
809,98,12,790,800,0.496855,0.890909,0.11036,0.890909,0.88964,0.196393,0.522353,1.705569,0.032322
810,98,12,789,801,0.496226,0.890909,0.110485,0.890909,0.889515,0.19659,0.521765,1.707492,0.032346
811,98,12,788,802,0.495597,0.890909,0.110609,0.890909,0.889391,0.196787,0.521176,1.709419,0.032352
812,98,12,787,803,0.494969,0.890909,0.110734,0.890909,0.889266,0.196985,0.520588,1.711351,0.032528
813,98,12,786,804,0.49434,0.890909,0.11086,0.890909,0.88914,0.197183,0.52,1.713287,0.032585
814,98,12,785,805,0.493711,0.890909,0.110985,0.890909,0.889015,0.197382,0.519412,1.715227,0.032632
815,98,12,784,806,0.493082,0.890909,0.111111,0.890909,0.888889,0.197581,0.518824,1.717172,0.032775
816,98,12,783,807,0.492453,0.890909,0.111237,0.890909,0.888763,0.19778,0.518235,1.719121,0.032778
817,98,12,782,808,0.491824,0.890909,0.111364,0.890909,0.888636,0.19798,0.517647,1.721074,0.032976
818,98,12,781,809,0.491195,0.890909,0.11149,0.890909,0.88851,0.19818,0.517059,1.723032,0.033032
819,98,12,780,810,0.490566,0.890909,0.111617,0.890909,0.888383,0.198381,0.516471,1.724995,0.033146
820,98,12,779,811,0.489937,0.890909,0.111745,0.890909,0.888255,0.198582,0.515882,1.726962,0.033241
821,98,12,778,812,0.489308,0.890909,0.111872,0.890909,0.888128,0.198783,0.515294,1.728933,0.033254
822,98,12,777,813,0.488679,0.890909,0.112,0.890909,0.888,0.198985,0.514706,1.730909,0.033312
823,98,12,776,814,0.48805,0.890909,0.112128,0.890909,0.887872,0.199187,0.514118,1.73289,0.033359
824,98,12,775,815,0.487421,0.890909,0.112257,0.890909,0.887743,0.19939,0.513529,1.734875,0.033447
825,98,12,774,816,0.486792,0.890909,0.112385,0.890909,0.887615,0.199593,0.512941,1.736864,0.033502
826,98,12,773,817,0.486164,0.890909,0.112514,0.890909,0.887486,0.199796,0.512353,1.738858,0.033537
827,98,12,772,818,0.485535,0.890909,0.112644,0.890909,0.887356,0.2,0.511765,1.740857,0.033614
828,98,12,771,819,0.484906,0.890909,0.112773,0.890909,0.887227,0.200204,0.511176,1.74286,0.033657
829,98,12,770,820,0.484277,0.890909,0.112903,0.890909,0.887097,0.200409,0.510588,1.744868,0.033704
830,98,12,769,821,0.483648,0.890909,0.113033,0.890909,0.886967,0.200614,0.51,1.746881,0.033723
831,98,12,768,822,0.483019,0.890909,0.113164,0.890909,0.886836,0.20082,0.509412,1.748898,0.033725
832,98,12,767,823,0.48239,0.890909,0.113295,0.890909,0.886705,0.201026,0.508824,1.75092,0.03376
833,98,12,766,824,0.481761,0.890909,0.113426,0.890909,0.886574,0.201232,0.508235,1.752946,0.033768
834,98,12,765,825,0.481132,0.890909,0.113557,0.890909,0.886443,0.201439,0.507647,1.754977,0.033835
835,98,12,764,826,0.480503,0.890909,0.113689,0.890909,0.886311,0.201646,0.507059,1.757013,0.033857
836,98,12,763,827,0.479874,0.890909,0.113821,0.890909,0.886179,0.201854,0.506471,1.759054,0.033876
837,98,12,762,828,0.479245,0.890909,0.113953,0.890909,0.886047,0.202062,0.505882,1.761099,0.033917
838,98,12,761,829,0.478616,0.890909,0.114086,0.890909,0.885914,0.20227,0.505294,1.76315,0.034086
839,98,12,760,830,0.477987,0.890909,0.114219,0.890909,0.885781,0.202479,0.504706,1.765204,0.034146
840,98,12,759,831,0.477358,0.890909,0.114352,0.890909,0.885648,0.202689,0.504118,1.767264,0.034191
841,98,12,758,832,0.47673,0.890909,0.114486,0.890909,0.885514,0.202899,0.503529,1.769329,0.034266
842,98,12,757,833,0.476101,0.890909,0.11462,0.890909,0.88538,0.203109,0.502941,1.771398,0.034481
843,98,12,756,834,0.475472,0.890909,0.114754,0.890909,0.885246,0.20332,0.502353,1.773472,0.034685
844,98,12,755,835,0.474843,0.890909,0.114889,0.890909,0.885111,0.203531,0.501765,1.775552,0.034883
845,98,12,754,836,0.474214,0.890909,0.115023,0.890909,0.884977,0.203742,0.501176,1.777636,0.034904
846,98,12,753,837,0.473585,0.890909,0.115159,0.890909,0.884841,0.203954,0.500588,1.779724,0.034906
847,98,12,752,838,0.472956,0.890909,0.115294,0.890909,0.884706,0.204167,0.5,1.781818,0.035002
848,98,12,751,839,0.472327,0.890909,0.11543,0.890909,0.88457,0.20438,0.499412,1.783917,0.035134
849,98,12,750,840,0.471698,0.890909,0.115566,0.890909,0.884434,0.204593,0.498824,1.786021,0.035169
850,98,12,749,841,0.471069,0.890909,0.115702,0.890909,0.884298,0.204807,0.498235,1.788129,0.03524
851,98,12,748,842,0.47044,0.890909,0.115839,0.890909,0.884161,0.205021,0.497647,1.790243,0.035293
852,98,12,747,843,0.469811,0.890909,0.115976,0.890909,0.884024,0.205236,0.497059,1.792361,0.035341
853,98,12,746,844,0.469182,0.890909,0.116114,0.890909,0.883886,0.205451,0.496471,1.794485,0.035385
854,98,12,745,845,0.468553,0.890909,0.116251,0.890909,0.883749,0.205666,0.495882,1.796614,0.035437
855,98,12,744,846,0.467925,0.890909,0.11639,0.890909,0.88361,0.205882,0.495294,1.798748,0.035468
856,98,12,743,847,0.467296,0.890909,0.116528,0.890909,0.883472,0.206099,0.494706,1.800886,0.035471
857,98,12,742,848,0.466667,0.890909,0.116667,0.890909,0.883333,0.206316,0.494118,1.80303,0.03554
858,98,12,741,849,0.466038,0.890909,0.116806,0.890909,0.883194,0.206533,0.493529,1.805179,0.035558
859,98,12,740,850,0.465409,0.890909,0.116945,0.890909,0.883055,0.206751,0.492941,1.807333,0.035584
860,98,12,739,851,0.46478,0.890909,0.117085,0.890909,0.882915,0.206969,0.492353,1.809493,0.035618
861,98,12,738,852,0.464151,0.890909,0.117225,0.890909,0.882775,0.207188,0.491765,1.811657,0.035639
862,97,13,738,852,0.464151,0.881818,0.116168,0.881818,0.883832,0.205291,0.491176,1.795318,0.03565
863,97,13,737,853,0.463522,0.881818,0.116307,0.881818,0.883693,0.205508,0.490588,1.797471,0.035706
864,97,13,736,854,0.462893,0.881818,0.116447,0.881818,0.883553,0.205726,0.49,1.799629,0.035938
865,97,13,735,855,0.462264,0.881818,0.116587,0.881818,0.883413,0.205945,0.489412,1.801792,0.035955
866,97,13,734,856,0.461635,0.881818,0.116727,0.881818,0.883273,0.206164,0.488824,1.80396,0.035972
867,97,13,733,857,0.461006,0.881818,0.116867,0.881818,0.883133,0.206383,0.488235,1.806134,0.036
868,97,13,732,858,0.460377,0.881818,0.117008,0.881818,0.882992,0.206603,0.487647,1.808312,0.036014
869,97,13,731,859,0.459748,0.881818,0.11715,0.881818,0.88285,0.206823,0.487059,1.810496,0.036063
870,97,13,730,860,0.459119,0.881818,0.117291,0.881818,0.882709,0.207044,0.486471,1.812686,0.036066
871,97,13,729,861,0.458491,0.881818,0.117433,0.881818,0.882567,0.207265,0.485882,1.81488,0.036107
872,97,13,728,862,0.457862,0.881818,0.117576,0.881818,0.882424,0.207487,0.485294,1.81708,0.036223
873,96,14,728,862,0.457862,0.872727,0.116505,0.872727,0.883495,0.205567,0.484706,1.80053,0.036229
874,96,14,727,863,0.457233,0.872727,0.116646,0.872727,0.883354,0.205788,0.484118,1.802717,0.03626
875,96,14,726,864,0.456604,0.872727,0.116788,0.872727,0.883212,0.206009,0.483529,1.80491,0.03628
876,96,14,725,865,0.455975,0.872727,0.116931,0.872727,0.883069,0.20623,0.482941,1.807109,0.036287
877,95,15,725,865,0.455975,0.863636,0.115854,0.863636,0.884146,0.204301,0.482353,1.790466,0.036308
878,95,15,724,866,0.455346,0.863636,0.115995,0.863636,0.884005,0.204521,0.481765,1.792652,0.03632
879,95,15,723,867,0.454717,0.863636,0.116137,0.863636,0.883863,0.204741,0.481176,1.794843,0.036362
880,95,15,722,868,0.454088,0.863636,0.116279,0.863636,0.883721,0.204962,0.480588,1.79704,0.036374
881,95,15,721,869,0.453459,0.863636,0.116422,0.863636,0.883578,0.205184,0.48,1.799242,0.036393
882,95,15,720,870,0.45283,0.863636,0.116564,0.863636,0.883436,0.205405,0.479412,1.80145,0.036441
883,95,15,719,871,0.452201,0.863636,0.116708,0.863636,0.883292,0.205628,0.478824,1.803663,0.036444
884,95,15,718,872,0.451572,0.863636,0.116851,0.863636,0.883149,0.20585,0.478235,1.805882,0.036493
885,95,15,717,873,0.450943,0.863636,0.116995,0.863636,0.883005,0.206074,0.477647,1.808106,0.036503
886,95,15,716,874,0.450314,0.863636,0.117139,0.863636,0.882861,0.206298,0.477059,1.810335,0.036517
887,95,15,715,875,0.449686,0.863636,0.117284,0.863636,0.882716,0.206522,0.476471,1.81257,0.036599
888,95,15,714,876,0.449057,0.863636,0.117429,0.863636,0.882571,0.206746,0.475882,1.814811,0.036634
889,94,16,714,876,0.449057,0.854545,0.116337,0.854545,0.883663,0.204793,0.475294,1.79793,0.036643
890,93,17,714,876,0.449057,0.845455,0.115242,0.845455,0.884758,0.202835,0.474706,1.781007,0.036676
891,93,17,713,877,0.448428,0.845455,0.115385,0.845455,0.884615,0.203057,0.474118,1.783217,0.036694
892,93,17,712,878,0.447799,0.845455,0.115528,0.845455,0.884472,0.203279,0.473529,1.785432,0.036697
893,93,17,711,879,0.44717,0.845455,0.115672,0.845455,0.884328,0.203501,0.472941,1.787653,0.03674
894,93,17,710,880,0.446541,0.845455,0.115816,0.845455,0.884184,0.203724,0.472353,1.789879,0.036763
895,93,17,709,881,0.445912,0.845455,0.11596,0.845455,0.88404,0.203947,0.471765,1.792111,0.036771
896,93,17,708,882,0.445283,0.845455,0.116105,0.845455,0.883895,0.204171,0.471176,1.794348,0.036804
897,93,17,707,883,0.444654,0.845455,0.11625,0.845455,0.88375,0.204396,0.470588,1.796591,0.036805
898,93,17,706,884,0.444025,0.845455,0.116395,0.845455,0.883605,0.20462,0.47,1.798839,0.036825
899,93,17,705,885,0.443396,0.845455,0.116541,0.845455,0.883459,0.204846,0.469412,1.801094,0.036846
900,93,17,704,886,0.442767,0.845455,0.116688,0.845455,0.883312,0.205072,0.468824,1.803353,0.036887
901,93,17,703,887,0.442138,0.845455,0.116834,0.845455,0.883166,0.205298,0.468235,1.805619,0.036887
902,93,17,702,888,0.441509,0.845455,0.116981,0.845455,0.883019,0.205525,0.467647,1.80789,0.036904
903,93,17,701,889,0.440881,0.845455,0.117128,0.845455,0.882872,0.205752,0.467059,1.810167,0.036914
904,93,17,700,890,0.440252,0.845455,0.117276,0.845455,0.882724,0.20598,0.466471,1.81245,0.036925
905,93,17,699,891,0.439623,0.845455,0.117424,0.845455,0.882576,0.206208,0.465882,1.814738,0.036928
906,93,17,697,893,0.438365,0.845455,0.117722,0.845455,0.882278,0.206667,0.464706,1.819333,0.036941
907,93,17,696,894,0.437736,0.845455,0.117871,0.845455,0.882129,0.206897,0.464118,1.821638,0.036941
908,93,17,695,895,0.437107,0.845455,0.11802,0.845455,0.88198,0.207127,0.463529,1.82395,0.036947
909,93,17,694,896,0.436478,0.845455,0.11817,0.845455,0.88183,0.207358,0.462941,1.826268,0.036956
910,93,17,693,897,0.435849,0.845455,0.118321,0.845455,0.881679,0.207589,0.462353,1.828591,0.036962
911,93,17,692,898,0.43522,0.845455,0.118471,0.845455,0.881529,0.207821,0.461765,1.830921,0.036964
912,92,18,692,898,0.43522,0.836364,0.117347,0.836364,0.882653,0.205817,0.461176,1.813544,0.036968
913,92,18,690,900,0.433962,0.836364,0.117647,0.836364,0.882353,0.206278,0.46,1.818182,0.03697
914,92,18,689,901,0.433333,0.836364,0.117798,0.836364,0.882202,0.20651,0.459412,1.82051,0.036975
915,92,18,688,902,0.432704,0.836364,0.117949,0.836364,0.882051,0.206742,0.458824,1.822844,0.036976
916,92,18,686,904,0.431447,0.836364,0.118252,0.836364,0.881748,0.207207,0.457647,1.82753,0.036999
917,92,18,685,905,0.430818,0.836364,0.118404,0.836364,0.881596,0.207441,0.457059,1.829882,0.036999
918,92,18,684,906,0.430189,0.836364,0.118557,0.836364,0.881443,0.207675,0.456471,1.83224,0.037008
919,92,18,682,908,0.428931,0.836364,0.118863,0.836364,0.881137,0.208145,0.455294,1.836974,0.037015
920,92,18,681,909,0.428302,0.836364,0.119017,0.836364,0.880983,0.208381,0.454706,1.839351,0.037019
921,92,18,680,910,0.427673,0.836364,0.119171,0.836364,0.880829,0.208617,0.454118,1.841733,0.037024
922,92,18,679,911,0.427044,0.836364,0.119326,0.836364,0.880674,0.208854,0.453529,1.844122,0.037036
923,92,18,678,912,0.426415,0.836364,0.119481,0.836364,0.880519,0.209091,0.452941,1.846517,0.037047
924,92,18,677,913,0.425786,0.836364,0.119636,0.836364,0.880364,0.209329,0.452353,1.848918,0.037073
925,92,18,676,914,0.425157,0.836364,0.119792,0.836364,0.880208,0.209567,0.451765,1.851326,0.037096
926,92,18,675,915,0.424528,0.836364,0.119948,0.836364,0.880052,0.209806,0.451176,1.853739,0.0371
927,92,18,674,916,0.423899,0.836364,0.120104,0.836364,0.879896,0.210046,0.450588,1.85616,0.037101
928,92,18,673,917,0.42327,0.836364,0.120261,0.836364,0.879739,0.210286,0.45,1.858586,0.037112
929,92,18,672,918,0.422642,0.836364,0.120419,0.836364,0.879581,0.210526,0.449412,1.861019,0.037112
930,92,18,671,919,0.422013,0.836364,0.120577,0.836364,0.879423,0.210767,0.448824,1.863458,0.037129
931,92,18,670,920,0.421384,0.836364,0.120735,0.836364,0.879265,0.211009,0.448235,1.865903,0.037152
932,92,18,669,921,0.420755,0.836364,0.120894,0.836364,0.879106,0.211251,0.447647,1.868355,0.037156
933,92,18,668,922,0.420126,0.836364,0.121053,0.836364,0.878947,0.211494,0.447059,1.870813,0.037157
934,92,18,667,923,0.419497,0.836364,0.121212,0.836364,0.878788,0.211738,0.446471,1.873278,0.037176
935,92,18,666,924,0.418868,0.836364,0.121372,0.836364,0.878628,0.211982,0.445882,1.87575,0.037199
936,92,18,661,929,0.415723,0.836364,0.122178,0.836364,0.877822,0.21321,0.442941,1.888205,0.037209
937,92,18,660,930,0.415094,0.836364,0.12234,0.836364,0.87766,0.213457,0.442353,1.890716,0.03721
938,92,18,659,931,0.414465,0.836364,0.122503,0.836364,0.877497,0.213705,0.441765,1.893233,0.037229
939,92,18,658,932,0.413836,0.836364,0.122667,0.836364,0.877333,0.213953,0.441176,1.895758,0.037236
940,92,18,656,934,0.412579,0.836364,0.122995,0.836364,0.877005,0.214452,0.44,1.900826,0.037244
941,92,18,655,935,0.41195,0.836364,0.123159,0.836364,0.876841,0.214702,0.439412,1.903371,0.037246
942,92,18,654,936,0.411321,0.836364,0.123324,0.836364,0.876676,0.214953,0.438824,1.905922,0.03726
943,92,18,653,937,0.410692,0.836364,0.12349,0.836364,0.87651,0.215205,0.438235,1.908481,0.037261
944,91,19,653,937,0.410692,0.827273,0.122312,0.827273,0.877688,0.213115,0.437647,1.890274,0.037266
945,91,19,652,938,0.410063,0.827273,0.122476,0.827273,0.877524,0.213365,0.437059,1.892818,0.037272
946,91,19,650,940,0.408805,0.827273,0.122807,0.827273,0.877193,0.213866,0.435882,1.897927,0.037274
947,91,19,649,941,0.408176,0.827273,0.122973,0.827273,0.877027,0.214118,0.435294,1.900491,0.037277
948,91,19,648,942,0.407547,0.827273,0.123139,0.827273,0.876861,0.21437,0.434706,1.903063,0.037277
949,91,19,647,943,0.406918,0.827273,0.123306,0.827273,0.876694,0.214623,0.434118,1.905642,0.037282
950,91,19,646,944,0.406289,0.827273,0.123474,0.827273,0.876526,0.214876,0.433529,1.908227,0.037296
951,91,19,645,945,0.40566,0.827273,0.123641,0.827273,0.876359,0.21513,0.432941,1.91082,0.037304
952,91,19,644,946,0.405031,0.827273,0.12381,0.827273,0.87619,0.215385,0.432353,1.91342,0.037308
953,91,19,641,949,0.403145,0.827273,0.124317,0.827273,0.875683,0.216152,0.430588,1.921262,0.037331
954,90,20,641,949,0.403145,0.818182,0.123119,0.818182,0.876881,0.214031,0.43,1.902748,0.037342
955,90,20,640,950,0.402516,0.818182,0.123288,0.818182,0.876712,0.214286,0.429412,1.905355,0.037343
956,90,20,638,952,0.401258,0.818182,0.123626,0.818182,0.876374,0.214797,0.428235,1.910589,0.037357
957,90,20,637,953,0.400629,0.818182,0.123796,0.818182,0.876204,0.215054,0.427647,1.913217,0.037358
958,90,20,636,954,0.4,0.818182,0.123967,0.818182,0.876033,0.215311,0.427059,1.915853,0.037365
959,90,20,635,955,0.399371,0.818182,0.124138,0.818182,0.875862,0.215569,0.426471,1.918495,0.037366
960,90,20,634,956,0.398742,0.818182,0.124309,0.818182,0.875691,0.215827,0.425882,1.921145,0.037374
961,90,20,633,957,0.398113,0.818182,0.124481,0.818182,0.875519,0.216086,0.425294,1.923802,0.037374
962,90,20,632,958,0.397484,0.818182,0.124654,0.818182,0.875346,0.216346,0.424706,1.926467,0.037378
963,90,20,627,963,0.39434,0.818182,0.125523,0.818182,0.874477,0.217654,0.421765,1.939901,0.03739
964,90,20,626,964,0.393711,0.818182,0.125698,0.818182,0.874302,0.217918,0.421176,1.94261,0.037404
965,90,20,625,965,0.393082,0.818182,0.125874,0.818182,0.874126,0.218182,0.420588,1.945327,0.037406
966,90,20,624,966,0.392453,0.818182,0.12605,0.818182,0.87395,0.218447,0.42,1.948052,0.037413
967,90,20,620,970,0.389937,0.818182,0.126761,0.818182,0.873239,0.219512,0.417647,1.959027,0.037426
968,90,20,619,971,0.389308,0.818182,0.126939,0.818182,0.873061,0.21978,0.417059,1.96179,0.03744
969,89,21,618,972,0.388679,0.809091,0.125884,0.809091,0.874116,0.21787,0.415882,1.94548,0.037447
970,89,21,612,978,0.384906,0.809091,0.126961,0.809091,0.873039,0.219482,0.412353,1.962132,0.037447
971,89,21,611,979,0.384277,0.809091,0.127143,0.809091,0.872857,0.219753,0.411765,1.964935,0.03745
972,88,22,611,979,0.384277,0.8,0.125894,0.8,0.874106,0.217553,0.411176,1.945637,0.03747
973,88,22,610,980,0.383648,0.8,0.126074,0.8,0.873926,0.217822,0.410588,1.948424,0.037475
974,88,22,609,981,0.383019,0.8,0.126255,0.8,0.873745,0.218092,0.41,1.95122,0.037479
975,88,22,608,982,0.38239,0.8,0.126437,0.8,0.873563,0.218362,0.409412,1.954023,0.03748
976,88,22,607,983,0.381761,0.8,0.126619,0.8,0.873381,0.218634,0.408824,1.956835,0.03748
977,88,22,603,987,0.379245,0.8,0.127352,0.8,0.872648,0.219725,0.406471,1.968162,0.037488
978,88,22,602,988,0.378616,0.8,0.127536,0.8,0.872464,0.22,0.405882,1.971014,0.037489
979,88,22,600,990,0.377358,0.8,0.127907,0.8,0.872093,0.220551,0.404706,1.976744,0.037492
980,88,22,599,991,0.37673,0.8,0.128093,0.8,0.871907,0.220828,0.404118,1.979622,0.037499
981,88,22,597,993,0.375472,0.8,0.128467,0.8,0.871533,0.221384,0.402941,1.985401,0.037501
982,88,22,596,994,0.374843,0.8,0.128655,0.8,0.871345,0.221662,0.402353,1.988304,0.037508
983,88,22,593,997,0.372956,0.8,0.129222,0.8,0.870778,0.222503,0.400588,1.997063,0.037514
984,88,22,589,1001,0.37044,0.8,0.129985,0.8,0.870015,0.223634,0.398235,2.008863,0.037517
985,88,22,587,1003,0.369182,0.8,0.13037,0.8,0.86963,0.224204,0.397059,2.014815,0.037527
986,88,22,584,1006,0.367296,0.8,0.130952,0.8,0.869048,0.225064,0.395294,2.02381,0.037542
987,88,22,583,1007,0.366667,0.8,0.131148,0.8,0.868852,0.225352,0.394706,2.026826,0.037546
988,88,22,575,1015,0.361635,0.8,0.13273,0.8,0.86727,0.227684,0.39,2.051282,0.037563
989,88,22,574,1016,0.361006,0.8,0.132931,0.8,0.867069,0.227979,0.389412,2.054381,0.037572
990,88,22,572,1018,0.359748,0.8,0.133333,0.8,0.866667,0.228571,0.388235,2.060606,0.037575
991,88,22,571,1019,0.359119,0.8,0.133536,0.8,0.866464,0.228869,0.387647,2.063733,0.037579
992,88,22,569,1021,0.357862,0.8,0.133942,0.8,0.866058,0.229465,0.386471,2.070015,0.037581
993,88,22,567,1023,0.356604,0.8,0.134351,0.8,0.865649,0.230065,0.385294,2.076336,0.03759
994,88,22,566,1024,0.355975,0.8,0.134557,0.8,0.865443,0.230366,0.384706,2.079511,0.037599
995,88,22,565,1025,0.355346,0.8,0.134763,0.8,0.865237,0.230668,0.384118,2.082695,0.037607
996,88,22,564,1026,0.354717,0.8,0.134969,0.8,0.865031,0.230971,0.383529,2.08589,0.03761
997,87,23,561,1029,0.35283,0.790909,0.134259,0.790909,0.865741,0.229551,0.381176,2.074916,0.037616
998,87,23,560,1030,0.352201,0.790909,0.134467,0.790909,0.865533,0.229855,0.380588,2.078123,0.037617
999,87,23,559,1031,0.351572,0.790909,0.134675,0.790909,0.865325,0.230159,0.38,2.08134,0.037623
1000,87,23,558,1032,0.350943,0.790909,0.134884,0.790909,0.865116,0.230464,0.379412,2.084567,0.037633
1001,87,23,556,1034,0.349686,0.790909,0.135303,0.790909,0.864697,0.231076,0.378235,2.09105,0.037642
